Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Ahri Meow,Leviathan [Primal],4747,234,,
2,Mtn Boop,Brynhildr [Crystal],4448,161,,
3,Pekora Meow,Leviathan [Primal],4299,173,,
4,Emi Meow,Siren [Aether],4030,258,,
5,Akari Tsuki,Adamantoise [Aether],3811,161,,
6,Seto Mimyho,Behemoth [Primal],3806,132,,
7,Ham Baga,Balmung [Crystal],3671,337,,5
8,Miyu Moon,Mateus [Crystal],3663,260,,
9,Tomo Kote,Gilgamesh [Aether],3524,109,,
10,Doomballoon Dapingus,Diabolos [Crystal],3491,177,,
11,Suhr Zarek,Balmung [Crystal],3466,237,,
12,Sanguinius Smolblood,Kraken [Dynamis],3455,496,,
13,Charlie Zelenoff,Cuchulainn [Dynamis],3357,123,,
14,Unagi Box,Cuchulainn [Dynamis],3314,248,,
15,Sylvie Chan,Brynhildr [Crystal],3284,145,,
16,Rion Twosland,Ultros [Primal],3266,133,,
17,Meteor Moon,Rafflesia [Dynamis],3257,73,,
18,Original Dsi,Gilgamesh [Aether],3252,193,,
19,Uki Yo,Adamantoise [Aether],3250,134,,
20,Crow Meow,Jenova [Aether],3216,103,,
21,Ser Oswald,Mateus [Crystal],3200,90,,
22,Merlin Emryss,Faerie [Aether],3164,339,,9
23,Aoi Kami,Gilgamesh [Aether],3161,212,,
24,Rae Rea,Adamantoise [Aether],3132,215,,
25,Azar Kaveh,Hyperion [Primal],3089,791,,
26,Terro Beoulve,Coeurl [Crystal],3087,188,,
27,Buzzy Wuzzy,Balmung [Crystal],3084,87,,
28,Fulheart Grit,Balmung [Crystal],3080,307,,
29,Nini Kaukau,Leviathan [Primal],3071,221,,3
30,Artesia Saeyrs,Sargatanas [Aether],3065,97,,
31,Oikawa Toru,Seraph [Dynamis],3063,120,,
32,Bon Ten,Seraph [Dynamis],3041,113,,
33,J'heero Eshe,Lamia [Primal],3036,160,,
34,Void Stellarvore,Exodus [Primal],3028,155,,
35,Sovereign Phil,Goblin [Crystal],3022,126,,
36,Mavis Enyo,Excalibur [Primal],3019,78,,
37,Kairi Rune,Hyperion [Primal],3017,663,,
38,Aveise Sigrid,Marilith [Dynamis],2738,226,,
39,Shimori Bunihara,Lamia [Primal],2718,240,,
40,Mac Arena,Adamantoise [Aether],2702,130,,
41,Ibrahim Immortalis,Zalera [Crystal],2673,378,3,1
42,Sanahi Keto,Hyperion [Primal],2645,148,,4
43,Silanah Sylphrena,Faerie [Aether],2633,142,,1
44,Mash Buttons,Ultros [Primal],2627,275,,12
45,Boulder Beholder,Faerie [Aether],2616,90,,
46,Kheda Mars,Excalibur [Primal],2607,116,,
47,Local-area Network,Cactuar [Aether],2601,151,,
48,Ni Xi,Malboro [Crystal],2598,387,,
49,Black Beretta,Adamantoise [Aether],2594,357,363,18
50,Goemon Da-cat,Behemoth [Primal],2585,221,,
51,Fye Alanyk,Diabolos [Crystal],2568,641,,
52,Ton'au Twostick,Sargatanas [Aether],2546,283,,
53,Hrothmar Blackburns,Adamantoise [Aether],2521,539,,8
54,Neo Dymium,Siren [Aether],2513,216,,
55,Lucio Harundo,Leviathan [Primal],2503,464,,1
56,Hollow Bastion,Rafflesia [Dynamis],2490,101,,
57,Aesa Iys,Kraken [Dynamis],2398,113,,
58,Naomi Hakoma,Halicarnassus [Dynamis],2388,70,,
59,Sus Ge,Zalera [Crystal],2384,277,,
60,Lulu Meow,Seraph [Dynamis],2297,135,,
61,Zeta Salazar,Midgardsormr [Aether],2288,230,,8
62,Death Reaps,Balmung [Crystal],2277,289,,7
63,Zephyr Tempest,Behemoth [Primal],2276,315,97,8
64,Sparrow Hawk,Seraph [Dynamis],2251,66,,
65,Tiroru Choco,Jenova [Aether],2240,122,195,4
66,Thya Bowtail,Gilgamesh [Aether],2223,77,,
67,Air Azure,Rafflesia [Dynamis],2201,119,,21
68,Lelouch Masamune,Malboro [Crystal],2194,413,,
69,Bigg Succ,Coeurl [Crystal],2183,81,,1
70,Ash Kitamura,Faerie [Aether],2183,42,,
71,Suhr Zarek,Goblin [Crystal],2178,61,,
72,Ais Syensu,Exodus [Primal],2167,65,,
73,Kuina Kagetsu,Ultros [Primal],2106,168,,
